ROWID,Country,State lgd code,State,YearCode,Year,Type of production of crops,Crop type,Crop production,Area,Estimate of yield
385,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Pulses,20.7,30.4,681
386,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Rice,105.9,76.7,1381
387,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Wheat,327.1,352.5,928
388,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",Fruits,Fruits,382.7,208.4,
389,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Cotton (Lintt),,,38
390,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Oilseeds,3.8,13.9,270
391,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Sugarcane,45.6,2.2,20727
392,India,2,Himachal Pradesh,2009,"Financial Year (Apr - Mar), 2009",Vegetables,Vegetables,1390.7,79.8,
393,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Coarse Cereals,704.1,326.8,2155
394,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Pulses,41.6,34.3,1213
395,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Rice,128.9,77.1,1673
396,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Wheat,546.5,357.2,1530
397,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Fruits,Fruits,1031.1,214.8,
398,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Cotton (Lintt),,,
399,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Oilseeds,7.7,15,514
400,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Sugarcane,38.3,1.7,22529
401,India,2,Himachal Pradesh,2010,"Financial Year (Apr - Mar), 2010",Vegetables,Vegetables,1474.9,80.4,
402,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Coarse Cereals,752.1,324.4,2318
403,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Pulses,30.8,32.3,954
404,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Rice,131.6,77.2,1705
405,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Wheat,595.8,356.6,1671
406,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Fruits,Fruits,372.8,214.6,
407,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Cotton (Lintt),,,
408,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Oilseeds,8.6,14.9,579
409,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Sugarcane,28.3,2.1,13714
410,India,2,Himachal Pradesh,2011,"Financial Year (Apr - Mar), 2011",Vegetables,Vegetables,1581.5,85.7,
411,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Coarse Cereals,700.8,326.9,2144
412,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Pulses,46.1,32.6,1413
413,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Rice,125.3,76.9,1629
414,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Wheat,608.6,364.2,
415,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Fruits,Fruits,555.7,218,
416,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Cotton (Lintt),,,
417,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Oilseeds,6.9,13.5,514
418,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Sugarcane,42,1.9,22346
419,India,2,Himachal Pradesh,2012,"Financial Year (Apr - Mar), 2012",Vegetables,Vegetables,1521.1,79.5,
420,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Coarse Cereals,685.9,317.5,2160
421,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Pulses,51,28.9,1763
422,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Rice,120.8,74.4,1625
423,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Wheat,670.7,358.1,
424,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Fruits,Fruits,866.3,220.7,
425,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Cotton (Lintt),,,
426,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Oilseeds,6.1,12.5,490
427,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Sugarcane,35.7,1.5,23175
428,India,2,Himachal Pradesh,2013,"Financial Year (Apr - Mar), 2013",Vegetables,Vegetables,1635.9,86.6,
429,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Coarse Cereals,622.1,321.4,1936
430,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Pulses,38.3,31.1,1232
431,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Rice,125.2,72.5,1728
432,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Wheat,646.5,330.4,
433,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Fruits,Fruits,751.9,224.4,
434,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Cotton (Lintt),,,
435,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Oilseeds,6.6,12.2,542
436,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Sugarcane,37.6,1.6,23049
437,India,2,Himachal Pradesh,2014,"Financial Year (Apr - Mar), 2014",Vegetables,Vegetables,1585.4,83.8,
438,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Coarse Cereals,777,319.6,2431
439,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Pulses,40.5,26.9,1504
440,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Rice,129.9,73.7,1763
441,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Wheat,667.6,341,
442,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Fruits,Fruits,928.8,226.8,
443,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Cotton (Lintt),,,
444,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Oilseeds,6.5,12.6,521
445,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Sugarcane,38.7,1.9,19971
446,India,2,Himachal Pradesh,2015,"Financial Year (Apr - Mar), 2015",Vegetables,Vegetables,1715.2,88.3,
447,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Coarse Cereals,826.4,321.8,2568
448,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Pulses,63.3,31.4,2019
449,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Rice,146.6,74.5,1968
450,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Wheat,704.2,346.4,
451,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Fruits,Fruits,611.9,229.2,
452,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Cotton (Lintt),,,
453,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Oilseeds,6.2,12.7,487
454,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Sugarcane,21.1,1.7,12170
455,India,2,Himachal Pradesh,2016,"Financial Year (Apr - Mar), 2016",Vegetables,Vegetables,1783.8,93.1,
456,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Coarse Cereals,750.3,306,2452
457,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Pulses,57.5,28.5,2019
458,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Rice,114.8,71.6,1603
459,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Wheat,565.7,318.9,
460,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Fruits,Fruits,565.3,230.9,
461,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Cotton (Lintt),,,
462,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Oilseeds,5.8,9.8,590
463,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Sugarcane,36.7,1.9,19600
464,India,2,Himachal Pradesh,2017,"Financial Year (Apr - Mar), 2017",Vegetables,Vegetables,1811.8,89.3,
465,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Coarse Cereals,767.5,314,2445
466,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Pulses,54,27.9,1938
467,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Rice,114.9,71.8,1600
468,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Wheat,564.6,319,
469,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Fruits,Fruits,571.7,230.9,
470,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Cotton (Lintt),,,
471,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Oilseeds,6.1,10.3,590
472,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Sugarcane,33.3,1.7,19600
473,India,2,Himachal Pradesh,2018,"Financial Year (Apr - Mar), 2018",Vegetables,Vegetables,1755.4,87.3,
474,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Coarse Cereals,767.7,314.9,2438
475,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Pulses,55.2,28.4,1944
476,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Rice,143.8,72.6,1980
477,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Wheat,563.4,286,
478,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Fruits,Fruits,828.2,232.1,
479,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Cotton (Lintt),,,
480,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Oilseeds,6.4,10.4,619
481,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Sugarcane,32,1.6,19971
482,India,2,Himachal Pradesh,2019,"Financial Year (Apr - Mar), 2019",Vegetables,Vegetables,1776,88.6,
483,India,3,Punjab,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Coarse Cereals,505.2,237.2,2130
484,India,3,Punjab,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Pulses,128.9,166.5,780
485,India,3,Punjab,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Rice,6755,2074,3257
486,India,3,Punjab,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Wheat,12295,3233,3803
487,India,3,Punjab,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Cotton (Lintt),2357,660,607
488,India,3,Punjab,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Oilseeds,258.5,205.8,1256
489,India,3,Punjab,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Sugarcane,6920,109,63486
490,India,3,Punjab,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Coarse Cereals,561.1,243.1,2308
491,India,3,Punjab,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Pulses,121.6,166.7,730
492,India,3,Punjab,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Rice,7002,2065,3391
493,India,3,Punjab,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Wheat,12369,3281,3770
494,India,3,Punjab,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Cotton (Lintt),2314,690,570
495,India,3,Punjab,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Oilseeds,231.2,188.9,1224
496,India,3,Punjab,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Sugarcane,6369,112,56866
497,India,3,Punjab,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Coarse Cereals,477.3,246.3,1938
498,India,3,Punjab,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Pulses,135.6,172.1,796
499,India,3,Punjab,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Rice,7642,2179,3507
500,India,3,Punjab,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Wheat,13377,3335,4011
501,India,3,Punjab,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Cotton (Lintt),1514,577,446
502,India,3,Punjab,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Oilseeds,235,176.8,1329
503,India,3,Punjab,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Sugarcane,4710,77,61169
504,India,3,Punjab,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Coarse Cereals,481.3,230.3,2090
505,India,3,Punjab,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Pulses,151.5,176.3,878
506,India,3,Punjab,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Rice,7703,2277,3383
507,India,3,Punjab,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Wheat,13542,3311,4090
508,India,3,Punjab,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Cotton (Lintt),1779,606,499
509,India,3,Punjab,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Oilseeds,263.6,209.2,1260
510,India,3,Punjab,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Sugarcane,5160,83,62169
511,India,3,Punjab,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Coarse Cereals,436.2,219.6,1986
512,India,3,Punjab,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Pulses,142,176.1,815
513,India,3,Punjab,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Rice,6768,2161,3132
514,India,3,Punjab,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Wheat,12518,3223,3884
515,India,3,Punjab,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Cotton (Lintt),1950,750,442
516,India,3,Punjab,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Oilseeds,306.1,252.2,1214
517,India,3,Punjab,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Sugarcane,8620,132,65303
518,India,3,Punjab,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Coarse Cereals,467.2,207.6,2250
519,India,3,Punjab,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Pulses,80.1,97.6,821
520,India,3,Punjab,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Rice,7334,2159,10542
521,India,3,Punjab,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Wheat,13672,3229,4234
522,India,3,Punjab,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Cotton (Lintt),1925,742,441
523,India,3,Punjab,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Oilseeds,284,214.8,1322
524,India,3,Punjab,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Sugarcane,11040,173,63815
525,India,3,Punjab,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Coarse Cereals,464.2,210.2,2208
526,India,3,Punjab,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Pulses,60,87.9,683
527,India,3,Punjab,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Rice,7904,2281,10542
528,India,3,Punjab,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Wheat,12715,3300,3853
529,India,3,Punjab,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Cotton (Lintt),937,724,220
530,India,3,Punjab,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Oilseeds,218.6,193.7,1129
531,India,3,Punjab,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Sugarcane,7150,126,56746
532,India,3,Punjab,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Coarse Cereals,456.2,189.2,2411
533,India,3,Punjab,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Pulses,50.7,77.5,654
534,India,3,Punjab,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Rice,7940,2519,3152
535,India,3,Punjab,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Wheat,14460,3338,4332
536,India,3,Punjab,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Cotton (Lintt),595,562,180
537,India,3,Punjab,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Oilseeds,170.5,158.4,1076
538,India,3,Punjab,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Sugarcane,6130,103,59515
539,India,3,Punjab,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Coarse Cereals,530,198,2677
540,India,3,Punjab,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Pulses,45.4,66,688
541,India,3,Punjab,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Rice,8716,2604,3347
542,India,3,Punjab,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Wheat,15910,3388,4696
543,India,3,Punjab,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Cotton (Lintt),952,476,340
544,India,3,Punjab,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Oilseeds,111.7,104.7,1067
545,India,3,Punjab,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Sugarcane,6770,108,62685
546,India,3,Punjab,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Coarse Cereals,575.1,202.1,2846
547,India,3,Punjab,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Pulses,44.4,60,740
548,India,3,Punjab,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Rice,9154,2611,3506
549,India,3,Punjab,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Wheat,15551,3408,4563
550,India,3,Punjab,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Cotton (Lintt),1199,474,430
551,India,3,Punjab,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Oilseeds,87.4,86.5,1010
552,India,3,Punjab,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Sugarcane,7770,121,64215
553,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Coarse Cereals,535.9,199.6,2685
554,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Pulses,36,53.7,670
555,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Rice,8816,2487,3545
556,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Wheat,15499,3420,4532
557,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Fruits,Fruits,531.7,37.5,
558,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Cotton (Lintt),1307,607,366
559,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Oilseeds,82.6,82.3,1004
560,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Sugarcane,9250,142,65141
561,India,3,Punjab,2001,"Financial Year (Apr - Mar), 2001",Vegetables,Vegetables,2275.6,135,
562,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Coarse Cereals,402.3,188.7,2132
563,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Pulses,33.9,43.3,783
564,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Rice,8880,2530,3510
565,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Wheat,14175,3375,4200
566,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Fruits,Fruits,578.5,40.5,
567,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Cotton (Lintt),1083,449,410
568,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Oilseeds,90.9,102.9,883
569,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Sugarcane,9290,154,60325
570,India,3,Punjab,2002,"Financial Year (Apr - Mar), 2002",Vegetables,Vegetables,2319.4,138.3,
571,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Coarse Cereals,545,187.7,2904
572,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Pulses,39.4,47.9,823
573,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Rice,9656,2614,3694
574,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Wheat,14489,3444,4207
575,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Fruits,Fruits,628.2,43.6,
576,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Cotton (Lintt),1478,452,556
577,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Oilseeds,103.8,87.3,1189
578,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Sugarcane,6620,123,53821
579,India,3,Punjab,2003,"Financial Year (Apr - Mar), 2003",Vegetables,Vegetables,2588.1,153,
580,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Coarse Cereals,504,185.7,2714
581,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Pulses,31.7,39.6,801
582,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Rice,10437,2647,3943
583,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Wheat,14698,3482,4221
584,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Fruits,Fruits,679.5,47.1,
585,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Cotton (Lintt),2087,509,697
586,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Oilseeds,100.4,91.4,1098
587,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Sugarcane,5170,86,60116
588,India,3,Punjab,2004,"Financial Year (Apr - Mar), 2004",Vegetables,Vegetables,2677.4,158.6,
589,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Coarse Cereals,472,175,2697
590,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Pulses,26.2,32.6,804
591,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Rice,10193,2642,3858
592,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Wheat,14493,3468,4179
593,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Fruits,Fruits,746.3,51.6,
594,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Cotton (Lintt),2395,557,731
595,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Oilseeds,89.6,81.7,1097
596,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Sugarcane,4860,84,57857
597,India,3,Punjab,2005,"Financial Year (Apr - Mar), 2005",Vegetables,Vegetables,2434.9,152.1,
598,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Coarse Cereals,552,182,3033
599,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Pulses,27.1,31.9,850
600,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Rice,10138,2621,3868
601,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Wheat,14596,3467,4210
602,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Fruits,Fruits,830.6,57.3,
603,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Cotton (Lintt),2678,607,750
604,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Oilseeds,78.2,70.4,1111
605,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Sugarcane,6020,99,60808
606,India,3,Punjab,2006,"Financial Year (Apr - Mar), 2006",Vegetables,Vegetables,2518.2,166.8,
607,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Coarse Cereals,583.1,176.1,3311
608,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Pulses,23,28.6,804
609,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Rice,10489,2610,4019
610,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Wheat,15720,3488,4507
611,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Fruits,Fruits,1055.5,61.6,
612,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Cotton (Lintt),2355,604,663
613,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Oilseeds,76.5,59.4,1288
614,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Sugarcane,6690,110,60818
615,India,3,Punjab,2007,"Financial Year (Apr - Mar), 2007",Vegetables,Vegetables,2772.1,171.6,
616,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Coarse Cereals,575.1,175.1,3284
617,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Pulses,21.7,23.9,908
618,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Rice,11000,2735,4022
619,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Wheat,15733,3526,4462
620,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Fruits,Fruits,1182.9,64.8,
621,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Cotton (Lintt),2285,527,737
622,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Oilseeds,76.2,59.7,1276
623,India,3,Punjab,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Sugarcane,4670,81,57654
