srcStateName,srcYear,GENDER,Life Expectancy,YearCode,Year
Gujarat,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Haryana,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Himachal Pradesh,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Jammu and Kashmir,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Jharkhand,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Karnataka,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Kerala,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Madhya Pradesh,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Maharashtra,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Odisha,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Punjab,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Rajasthan,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Tamil Nadu,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Telangana,2016,Female,,2016,"Calendar Year (Jan - Dec), 2016"
Uttar Pradesh,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Uttrakhand,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
West Bengal,2016,Female,68.5,2016,"Calendar Year (Jan - Dec), 2016"
Andhra Pradesh,2016,Total,69.6,2016,"Calendar Year (Jan - Dec), 2016"
Assam,2016,Total,65.5,2016,"Calendar Year (Jan - Dec), 2016"
Bihar,2016,Total,68.7,2016,"Calendar Year (Jan - Dec), 2016"
Chhattisgarh,2016,Total,65.2,2016,"Calendar Year (Jan - Dec), 2016"
Delhi,2016,Total,74.2,2016,"Calendar Year (Jan - Dec), 2016"
Telangana,2017,Female,,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,2016,Total,69.5,2016,"Calendar Year (Jan - Dec), 2016"
Haryana,2016,Total,69.4,2016,"Calendar Year (Jan - Dec), 2016"
Himachal Pradesh,2016,Total,72.3,2016,"Calendar Year (Jan - Dec), 2016"
Jammu and Kashmir,2016,Total,73.5,2016,"Calendar Year (Jan - Dec), 2016"
Jharkhand,2016,Total,67.9,2016,"Calendar Year (Jan - Dec), 2016"
Karnataka,2016,Total,69.1,2016,"Calendar Year (Jan - Dec), 2016"
Kerala,2016,Total,75.1,2016,"Calendar Year (Jan - Dec), 2016"
Madhya Pradesh,2016,Total,65.4,2016,"Calendar Year (Jan - Dec), 2016"
Maharashtra,2016,Total,72.2,2016,"Calendar Year (Jan - Dec), 2016"
Odisha,2016,Total,67.6,2016,"Calendar Year (Jan - Dec), 2016"
Punjab,2016,Total,72.5,2016,"Calendar Year (Jan - Dec), 2016"
Rajasthan,2016,Total,68.3,2016,"Calendar Year (Jan - Dec), 2016"
Tamil Nadu,2016,Total,71.4,2016,"Calendar Year (Jan - Dec), 2016"
Telangana,2016,Total,,2016,"Calendar Year (Jan - Dec), 2016"
Uttar Pradesh,2016,Total,64.8,2016,"Calendar Year (Jan - Dec), 2016"
Uttrakhand,2016,Total,71.5,2016,"Calendar Year (Jan - Dec), 2016"
West Bengal,2016,Total,70.8,2016,"Calendar Year (Jan - Dec), 2016"
Andhra Pradesh,2017,Male,68.3,2017,"Calendar Year (Jan - Dec), 2017"
Assam,2017,Male,65.4,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,2017,Male,69.2,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,2017,Male,63.8,2017,"Calendar Year (Jan - Dec), 2017"
Delhi,2017,Male,73.3,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,2017,Male,67.6,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,2017,Male,67.6,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,2017,Male,69.8,2017,"Calendar Year (Jan - Dec), 2017"
Jammu and Kashmir,2017,Male,72.1,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,2017,Male,68.8,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,2017,Male,67.7,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,2017,Male,72.5,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,2017,Male,64.2,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,2017,Male,71.2,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,2017,Male,67.1,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,2017,Male,71,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,2017,Male,66.3,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,2017,Male,69.9,2017,"Calendar Year (Jan - Dec), 2017"
Telangana,2017,Male,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,2017,Male,64.3,2017,"Calendar Year (Jan - Dec), 2017"
Uttrakhand,2017,Male,68.8,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,2017,Male,70.4,2017,"Calendar Year (Jan - Dec), 2017"
Andhra Pradesh,2017,Female,71.2,2017,"Calendar Year (Jan - Dec), 2017"
Assam,2017,Female,67.3,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,2017,Female,68.6,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,2017,Female,66.6,2017,"Calendar Year (Jan - Dec), 2017"
Delhi,2017,Female,76.3,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,2017,Female,72,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,2017,Female,72.3,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,2017,Female,75.6,2017,"Calendar Year (Jan - Dec), 2017"
Jammu and Kashmir,2017,Female,76.7,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,2017,Female,68.4,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,2017,Female,70.8,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,2017,Female,77.8,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,2017,Female,67.9,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,2017,Female,73.9,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,2017,Female,69.9,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,2017,Female,74,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,2017,Female,70.9,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,2017,Female,73.7,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,2017,Female,65.6,2017,"Calendar Year (Jan - Dec), 2017"
Uttrakhand,2017,Female,74.2,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,2017,Female,72.2,2017,"Calendar Year (Jan - Dec), 2017"
Andhra Pradesh,2017,Total,69.7,2017,"Calendar Year (Jan - Dec), 2017"
Assam,2017,Total,66.2,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,2017,Total,68.9,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,2017,Total,65.2,2017,"Calendar Year (Jan - Dec), 2017"
Delhi,2017,Total,74.7,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,2017,Total,69.7,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,2017,Total,69.7,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,2017,Total,72.6,2017,"Calendar Year (Jan - Dec), 2017"
Jammu and Kashmir,2017,Total,74.1,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,2017,Total,68.6,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,2017,Total,69.2,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,2017,Total,75.2,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,2017,Total,66,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,2017,Total,72.5,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,2017,Total,68.4,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,2017,Total,72.4,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,2017,Total,68.5,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,2017,Total,71.7,2017,"Calendar Year (Jan - Dec), 2017"
Telangana,2017,Total,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,2017,Total,65,2017,"Calendar Year (Jan - Dec), 2017"
Uttrakhand,2017,Total,71,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,2017,Total,71.2,2017,"Calendar Year (Jan - Dec), 2017"
Andhra Pradesh,2018,Male,68.7,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018,Male,66.1,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018,Male,69.4,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Male,63.7,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018,Male,73.8,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018,Male,67.8,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018,Male,67.7,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018,Male,69.6,2018,"Calendar Year (Jan - Dec), 2018"
Jammu and Kashmir,2018,Male,72.2,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Male,69.9,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Male,67.9,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018,Male,72.5,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018,Male,64.8,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018,Male,71.3,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018,Male,68,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018,Male,71,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018,Male,66.5,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018,Male,70.2,2018,"Calendar Year (Jan - Dec), 2018"
Telangana,2018,Male,68.6,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018,Male,64.8,2018,"Calendar Year (Jan - Dec), 2018"
Uttrakhand,2018,Male,67.9,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018,Male,70.7,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Female,71.4,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018,Female,67.9,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018,Female,68.7,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Female,66.6,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018,Female,77,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018,Female,72.3,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018,Female,72.3,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018,Female,76.8,2018,"Calendar Year (Jan - Dec), 2018"
Jammu and Kashmir,2018,Female,76.2,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Female,68.5,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Female,70.9,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018,Female,77.9,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018,Female,68.5,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018,Female,73.8,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018,Female,70.8,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018,Female,74.8,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018,Female,71.6,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018,Female,74.2,2018,"Calendar Year (Jan - Dec), 2018"
Telangana,2018,Female,70.2,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018,Female,65.8,2018,"Calendar Year (Jan - Dec), 2018"
Uttrakhand,2018,Female,74.3,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018,Female,72.6,2018,"Calendar Year (Jan - Dec), 2018"
Andhra Pradesh,2018,Total,70,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018,Total,66.9,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018,Total,69.1,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Total,65.2,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018,Total,75.3,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018,Total,69.9,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018,Total,69.8,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018,Total,72.9,2018,"Calendar Year (Jan - Dec), 2018"
Jammu and Kashmir,2018,Total,74,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Total,69.1,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Total,69.4,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018,Total,75.3,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018,Total,66.5,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018,Total,72.5,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018,Total,69.3,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018,Total,72.7,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018,Total,68.7,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018,Total,72.1,2018,"Calendar Year (Jan - Dec), 2018"
Telangana,2018,Total,69.6,2018,"Calendar Year (Jan - Dec), 2018"
Uttar Pradesh,2018,Total,65.3,2018,"Calendar Year (Jan - Dec), 2018"
Uttrakhand,2018,Total,70.9,2018,"Calendar Year (Jan - Dec), 2018"
West Bengal,2018,Total,71.6,2018,"Calendar Year (Jan - Dec), 2018"
